felicitation,,{n} (congratulation) SEE:
felicitous,oportuno,{adj} /fəˈlɪsɪtəs/ (happening at the right time)
felicity,felicidad,"{n} (apt and pleasing style in writing, speech, etc.)"
felicity,,{n} (happiness) SEE:
Felicity,Felicidad,{prop} (female given name)
felid,félido {m},{n} (member of Felidae)
feline,felino {m},{adj} /ˈfiːlaɪn/ (of or pertaining to cat)
Felix,Félix,{prop} /ˈfiːlɪks/ (male given name)
fell,"talar, cortar",{v} /fɛl/ (to make something fall)
fella,"tío [slang], muchacho",{n} (fella)
fellatio,"felación {f}, mamada {f} [vulgar]",{n} /fəˈleɪ.ʃi.əʊ/ (oral stimulation of penis)
fellwalking,senderismo {m},{n} (walking in the fells)
felt,fieltro {m},{n} /fɛlt/ (cloth made of matted fibres of wool)
felucca,"falúa {f}, faluca {f}",{n} (sailing boat)
female,"femenino {m}, hembra","{adj} /ˈfiː.meɪl/ (belonging to the sex with larger, fertilizable gametes)"
female,hembra {f},{n} (an individual belonging to the sex that can give birth)
female genital mutilation,mutilación genital femenina {f},{n} (the complete amputation or partial cutting of the external female genitalia)
feme covert,mujer casada {f},"{n} /fɛmˈkʌvət/ (law, a married woman)"
feme sole,mujer soltera {f},"{n} /ˈfɛmsəʊl/ (law, a single woman)"
femicide,femicidio {m},{n} (killing of women)
femidom,,{n} (female condom) SEE:
feminine,"femenil, de mujeres",{adj} (belonging to females)
feminine,femenino,{adj} /ˈfɛmɪnɪn/ (having the qualities associated with a woman)
feminine,femenino,{adj} (grammatical gender distinction)
feminine,femenino,{adj} (of the female sex)
feminine,femenino {m},{n} ((
femininity,feminidad,{n} (femininity)
feminism,feminismo {m},{n} (the social theory or political movement)
feminist,feminista,{adj} /ˈfɛmənɪst/ (relating to or in accordance with feminism)
feminist,feminista {m} {f},{n} (person who supports the equality of women with men)
femme fatale,mujer fatal {f},{n} (seductive and dangerous woman)
femoral,femoral,"{adj} (Of, pertaining to, or near the femur or thigh)"
femtogram,femtogramo {m},{n} (unit of mass)
femur,fémur {m},{n} /fiːmə(r)/ (thighbone)
femur,fémur {m},{n} (segment of insect’s leg)
fence,"cerca {f}, cerramiento {f}, barda {f} [Mexico], valla {f}, seto {m}",{n} /fɛn(t)s/ (barrier)
fence,"perista {m} {f}, [Americas] reducidor {m}",{n} (middleman)
fence,cercar,{v} (to build a fence)
fencing,esgrima {f},{n} (sport)
fender,guardabarros {m},"{n} (a shield, usually of plastic or metal, on a bicycle that protects the rider from mud or water)"
fender,aleta {f},{n} /ˈfɛnd.ə(ɹ)/ (panel of a car)
fennec,fénec {m},{n} /ˈfɛnɨk/ (fox)
fennec fox,,{n} (fox) SEE:
fennel,hinojo {m},"{n} (Foeniculum vulgare, the plant)"
fennel,hinojo {m},{n} (spice used in cooking)
Fennicize,finlandizar,{v} (to make Finnish)
fenugreek,"alholva {f}, fenogreco {m}",{n} /ˈfɛnjʊˌɡriːk]/ (spice)
feral,"ferino {m}, feroz, fiero {m}","{adj} /fɛrəl/ (wild, untamed, especially of domesticated animals having returned to the wild)"
Ferdinand,Fernando,{prop} (male given name)
ferial,ferial,{adj} /ˈfɛɹɪəl/ (pertaining to an ordinary weekday)
fermata,calderón {m},{n} /fɜːrˈmɑːtə/ (holding a note beyond its usual duration or the notation representing it)
fermentation,fermentación {f},{n} (anaerobic biochemical reaction)
fermentation,fermentación {f},{n} (state of agitation or excitement)
fermion,fermión {m},{n} /ˈfɜːmɪɒn/ (a particle with totally antisymmetric composite quantum states)
fermionic,fermiónico {m},"{adj} (of, pertaining to, or characteristic of fermions)"
fermium,fermio {m},{n} (chemical element)
fern,helecho {m},{n} /fɝːn/ (plant)
ferocious,feroz,{adj} /fəˈɹəʊʃəs/ (Marked by extreme and violent energy)
ferret,hurón {m},{n} /ˈfɛrɪt/ (the mammal
ferric oxide,óxido férrico {m},{n} (chemical compound)
ferrier,,{n} (ferryman) SEE:
Ferris wheel,"noria {f}, [Mexico] rueda de la fortuna {f}, vuelta al mundo {f}, rueda moscovita {f}, rueda de Chicago {f}",{n} (ride at a fair consisting of large wheel)
ferromagnetic,ferromagnético,{adj} (easily magnetized)
ferromagnetism,ferromagnetismo,{n} (the phenomenon whereby certain substances can become permanent magnets)
ferrous oxide,óxido ferroso {m},{n} (chemical compound)
ferruginous duck,porrón pardo {m},{n} (Aythya nyroca)
ferruginous hawk,gavilán herrumbroso {m},{n} (Buteo regalis)
ferry,"ferri {m}, transbordador {m}, ferry {m}",{n} /ˈfɛɹi/ (boat)
ferryboat,"ferry {m}, transbordador {m}, barco {m}, ferri {m}",{n} (boat)
ferryman,barquero {m},{n} (man who operates a ferry)
fertile,fértil,{adj} ((
fertile,fértil,{adj} /ˈfɝːtəl/ ((
fertile,fértil,{adj} ((
Fertile Crescent,Creciente fértil,{prop} /ˈfɝːtəl ˈkrɛsənt/ (Crescent-shaped arc of fertile land)
fertilize,fertilizar,{v} (to make fertile by adding nutrients)
fertilizer,fertilizante {m},{n} (a chemical compound created to have the same effect.)
fertilizer,abono orgánico {m},{n} (a natural substance that is used to make the ground more suitable for growing plants)
fervent,ferviente,"{adj} (exhibiting particular enthusiasm, zeal, conviction, persistence, or belief)"
fervour,,{n} (fervor) SEE:
fescennine,"licencioso, chocarrero, verde, de color, picante, cachondo",{adj} /ˈfɛsənʌɪn/ (obscene or scurrilous)
fescue,,"{n} /ˈfɛskjuː/ (stick, etc., used chiefly to point out letters to children) SEE:"
fess up,,{v} (confess) SEE:
festival,festival {m},{n} /ˈfɛstəvəl/ (celebration)
festively,festivamente,{adv} (in a festive manner)
festoon,festón,"{n} (architecture: bas-relief, painting, or structural motif resembling a festoon)"
festoon,guirnalda,{n} /fɛsˈtuːn/ (ornament which hangs loosely from two tacked spots)
festoon,guirnalda {f},{n}
festoon,enguirnaldar,{v} (to hang ornaments which hang loosely from two tacked spots)
feta,feta {f},{n} /ˈfɛtə/ (a variety of curd cheese)
fetal,fetal,"{adj} /ˈfitl/ (pertaining to, or connected with, a fetus)"
fetch,"traer, buscar",{v} /fɛtʃ/ ( To
fetch,venderse,{v} (To obtain as price or equivalent; to sell for)
fetish,fetiche {m},{n} /ˈfɛt.ɪʃ/ (something nonsexual which arouses sexual desire)
fetish,fetiche {m},{n} (irrational or abnormal fixation)
fetish,fetiche {m},{n} (something believed to possess spiritual or magical powers)
fetishism,fetichismo {m},{n} (paraphilia where the object of attraction is an inanimate object or a part of a person's body)
fetter,"traba {f}, obstáculo {m}",{n} (anything that restricts or restrains in any way)
fetter,"grillete {m}, [for animals] manea {f}",{n} /ˈfɛt.ɚ/ (object used to bind a person or animal by its legs)
fetter,"grillo {m}, grillete {m}, pihuela {f}",{n}
fetter,impedir,{v} ((transitive) To restrain or impede; to hamper)
fetter,engrilletar,{v} ((transitive) To shackle or bind up with fetters)
fetus,feto {m},{n} /ˈfiːtəs/ (fetus)
feud,feudo,{n} (estate granted to a vassal)
feud,rivalidad,{n} /fjuːd/ (A state of long-standing mutual hostility)
feudal,feudal,"{adj} /ˈfju.dɫ̩/ (of, or relating to feudalism)"
feudalism,feudalismo {m},{n} /ˈfju.dəlɪzəm/ (social system)
fever,fiebre {f},{n} /ˈfiːvɚ/ (higher than normal body temperature)
feverfew,"matricaria, hierba santa",{n} (
feverish,febril,{adj} (filled with excess energy)
feverish,febril,{adj} (in the state of having a fever)
feverishly,febrilmente,{adv} (in a feverish manner)
few,poco,"{determiner} /fju/ (indefinite, usually small number)"
few,"pocos {m}, pocas {f}",{determiner} (small number)
fewer,menos,{determiner} /ˈfjuːɚ/ (comparative of
fey,mágico,{adj} /feɪ/ (magical or fairylike)
fey,embelesado,{adj} (spellbound)
Fez,Fez,{prop} (city in Morocco)
ff.,"ss. (p. 3 y ss., p. 3 ss. - página 3 y siguientes)",{abbr} (and the following)
fiancé,"novio {m}, prometido {m}",{n} (man who is engaged to be married)
fiancée,"novia {f}, prometida {f}",{n} /ˌfi.ɑnˈseɪ/ (woman who is engaged to be married)
fiasco,"fiasco {m}, fracaso {m}",{n} /fɪˈæs.kəʊ/ (failure)
fiber,,{n} /ˈfaɪ.bɚ/ (fibre) SEE:
fibre,,{n} /ˈfaɪ.bə(ɹ)/ (dietary fibre) SEE:
fibre,fibra {f},{n}
fibrillation,fibrilación {f},{n} (contraction of the muscle fibers of the heart)
fibrous,fibroso,{adj} (of or pertaining to fibre)
fibula,"fíbula {f}, peroné {m}",{n} (calf bone)
fickle,"inconstante, voluble, pendular",{adj} /ˈfɪk.əl/ (quick to change one’s opinion or allegiance)
fiction,ficción {f},{n} (literary type)
fictional,ficcional {m} {f},{adj}
fictional,"de ficción, novelado, ficticio","{adj} (invented, as opposed to real)"
fictitious,ficticio,{adj} /fɪkˈtɪʃəs/ (invented)
fiddle,"ajuste, arreglo",{n} (adjustment)
fiddle,violín,{n} /ˈfɪ.dl̩/ (instrument)
fiddle,"estafa, engaño, engañifa, chanchullo, tejemaneje, petardo, timo",{n} (fraud)
fiddle,amañar,{v} (to adjust in order to cover a basic flaw or fraud)
fideicommissum,fideicomiso {m},{n} (benefit)
fidelity,fidelidad,"{n} (accuracy, or exact correspondence to some given quality or fact)"
fidelity,fidelidad,{n} (faithfulness to one's duties)
fidelity,fidelidad,"{n} (loyalty, especially to one's spouse)"
fidelity,fidelidad,{n} (the degree to which an electronic system accurately reproduces a given sound or image)
fiduciary,fiduciario,{adj} /fʌɪˈdjuːʃəɹi/ (related to trusts and trustees)
fiduciary,"fiduciario {m}, fiduciaria {f}, mandatario, apoderado, procurador, representante, curador",{n} (trustee)
fiefdom,feudo {m},{n} (estate controlled by a feudal lord)
field,"campo {m} , yacimiento {m}",{n}
field,terreno {m},{n} (course of study or domain of knowledge or practice)
field,campo {m},"{n} /fiːld/ (wide, open space used to grow crops or to hold farm animals)"
field,"cuerpo {m}, campo {m}",{n} (in mathematics)
field,campo {m},{n} (physics: region affected by a particular force)
field,campo {m},{n} (sports: area reserved for playing a game)
fieldfare,zorzal real {m},{n} /ˈfiːldfɛə/ (Turdus pilaris)
field hospital,hospital de campaña {m},{n} (medical unit)
field marshal,mariscal de campo {m},{n} (miliary rank)
fiend,[en las drogas] metido {m},{n} (addict)
fiend,"diablo {m}, diablillo {m}",{n} /fiːnd/ (demon)
fiend,"diablo {m}, malvado {m}",{n} (very evil person)
fiendish,diabólico,"{adj} (sinister, evil)"
fierce,"fiero, feroz","{adj} /fɪəs/ (extremely violent, severe, ferocious or savage)"
fierce,feroz,{adj} (resolute or strenuously active)
fierce,"feroz {m}, fiero {m}",{adj} (threatening in appearance or demeanor)
fiercely,fieramente,{adv} (in a fierce manner)
fife,pífano {m},{n} (small shrill pipe)
fifteen,quince {m},{num} /ˈfɪf.tiːn/ (cardinal number)
fifteenth,"n. or pn. + quinto {m}, n. or pn. + quinta {f}, decimoquinto {m}, decimoquinta {f}",{adj} /ˌfɪfˈtiːnθ/ (ordinal form of number fifteen)
fifteenth,quinceavo {m},{n} (one of fifteen equal parts)
fifteenth,"decimoquinto {m}, decimoquinta {f}",{n} (person or thing in the fifteenth position)
fifth,quinto,{adj} /fɪfθ/ (Ordinal form of the number 5)
fifth,,{n} (fifth gear) SEE:
fifth,quinto {m},{n} (one of five equal parts of a whole)
Fifth,,{prop} (Fifth Amendment) SEE:
fifth wheel,quedarse tocando el violín,{n} (anything superfluous or unnecessary)
fiftieth,quincuagésimo,{abbr} /ˈfɪftiəθ/ (the ordinal form of the number fifty)
fifty,cincuenta,{num} /ˈfɪfti/ (cardinal number)
fifty-eight,cincuenta y ocho,{num} (cardinal number)
fifty-five,cincuenta y cinco,{num} (cardinal number)
fifty-four,cincuenta y cuatro,{num} (cardinal number)
fifty-nine,cincuenta y nueve,{num} (cardinal number)
fifty-one,cincuenta y uno,{num} (cardinal number)
fifty-seven,cincuenta y siete,{cardinal num} (cardinal number)
fifty-six,cincuenta y seis,{num} (cardinal number)
fifty-three,cincuenta y tres,{num} (cardinal number)
fifty-two,cincuenta y dos,{num} (cardinal number)
fig,"higo {m}, breva {f}",{n} (fruit)
fig,higuera {f},{n} (tree or shrub)
fight,"lucha {f}, lucha {f}",{n} (occasion of fighting)
fight,"pelear, luchar",{v} /fʌɪt]/ (to contend in physical conflict)
fight,combatir,{v} (to engage in combat)
fight,luchar,{v} (to strive for)
fighter,caza,{n} (aircraft type)
fighter,,{n} (boxer) SEE:
fighter,"guerrero, combatiente {m}",{n} /faɪ.tə(ɹ)/ (person who fights)
fighter,guerrero {m},{n} (warrior)
fighter plane,avión de caza {m},{n} (military aircraft)
fighting fish,luchador de Siam {m},{n} (
figment,"quimera, espejismo, ensueño, ficción","{n} /ˈfɪɡ.mənt/ (fabrication, fantasy, invention)"
figurative,"figurativo, figurado",{adj} (metaphorical; not literal)
figure,,{n} (dance figure) SEE:
figure,,{n} (figure of speech) SEE:
figure,figura {f},{n} /ˈfɪɡjɚ/ (drawing)
figure,cifra {f},{n} (numeral)
figure,figura {f},{n} (person)
figure,figura {f},{n} (shape)
figure,ocurrírsele,{v} (to solve a problem)
figurehead,mascarón de proa {m},{n} /ˈfɪgjəɹˌhɛd/ (carved figure on the prow of a sailing ship)
figurehead,"hombre de paja {m}, figura decorativa {f}, testaferro {m}",{n} (someone in a nominal position of leadership)
figure of speech,figura retórica {f},{n} (word or phrase)
figure out,"deducir, darse cuenta",{v} (come to understand)
figure skating,patinaje artístico {m} patinaje artístico sobre hielo {m},"{n} (sport where people perform spins, jumps and other moves on ice)"
Fiji,Fiyi,{prop} /ˈfi.dʒi/ (Republic of the Fiji Islands)
Fijian,fiyiano {m},"{adj} (of, or relating to, Fiji, its people, or its language)"
Fijian,fiyiano {m},{n} /fiːˈdʒiːən/ (a person from Fiji or of Fijian descent)
filament,filamento,{n} (fine thread or wire)
filament,filamento {m},{n} (stalk of a stamen in a flower)
filch,hurtar,{v} /fɪltʃ/ (to steal)
file,"archivo {m} [Latin America], fichero {m} [Latin America]",{n} (collection of papers)
file,fila {f},{n} (column of people)
file,"archivo {m} [Latin America], fichero {m} [Latin America]",{n} (computer terminology)
file,lima {f},{n} (cutting or smoothing tool)
file,limar,{v} (to smooth with a file)
file cabinet,,{n} (piece of office furniture) SEE:
file extension,extensión de archivo,{n} (string of characters)
file size,tamaño del archivo {m},{n} (length of a file)
filet,filete {m},"{n} /ˈfɪleɪ/ (a narrow strip of ribbon, material or meat)"
filial,filial,{adj} /ˈfɪl.i.əl/ (Pertaining to a son or daughter)
filibuster,filibustero {m},{n} /ˈfɪlɪbʌstə(r)/ (freebooter)
filigree,filigrana,{n} /ˈfɪl.ɪ.ɡriː/ (a delicate and intricate ornamentation made from gold or silver twisted wire)
filigree,afiligranar,{v} (to decorate something with intricate ornamentation made from gold or silver twisted wire)
filing cabinet,archivero {m},{n} (piece of office furniture)
Filipina,filipina {f},{adj} (Of or pertaining to female natives or inhabitants of the Philippines)
Filipina,filipina {f},{n} (A female native or inhabitant of the Philippines)
Filipino,Tagalog {m},{adj} (Of or pertaining to the Philippines or its people)
Filipino,Tagalog {m},{n} (native or inhabitant of the Philippines)
fill,,{n} (archeology: fill soil) SEE:
fill,llenar,{v} /fɪɫ/
fill in,,{v} (fill out) SEE:
fill in,,{v} (fill) SEE:
filling station,,{n} (gas station) SEE:
fillip,papirote,{n} /ˈfɪlɪp/ (the act of releasing the index finger from the hold of a thumb with a snap)
fill out,rellenar,{v} /fɪl aʊt/ (to complete a form)
fill out,"engordar, crecer",{v} (to have one's physique expand)
fill up,llenar,{v} (make full)
filly,potra {f},{n} (young female horse)
film,película {f},{n} /fɪlm/ (thin layer)
film,"película {f}, filme {m}",{n} (motion picture)
film,película {f},{n} (photographic film)
film,"filmar, rodar, cinematografiar",{v} (to record a motion picture)
film star,,{n} (movie star) SEE:
filter,filtro {m},{n}
filter,filtro {m},{n} /ˈfɪltɚ/ (device for separating impurities from a fluid or other substance)
filter,filtrarse,{v} (to pass through a filter or to act as though passing through a filter)
filter,filtrar,"{v} (to sort, sift, or isolate)"
filter out,"quitar filtrando, eliminar filtrando, tamizar",{v} (To selectively remove part of something)
filth,mugre {f},{n} (dirt)
filthiness,,{n} (dirtiness) SEE:
filthy,"sucio {m}, mugriento {m}, mugroso {m}, inmundo {m}",{adj} (covered with filth; very dirty)
filthy,"sucio {m}, obsceno {m}, guarro {m}, [Mexico] pelado {m}",{adj} (obscene or offensive)
fin,aleta {f},{n} (device used by divers)
fin,aleta {f},{n} /fɪn/ (appendage of a fish)
finagle,"hacer trampas, trufar, escamotear, hurtar, birlar, estafar, timar, petardear","{v} ((ambitransitive) to cheat or swindle; to use crafty, deceitful methods (often with ""out of""))"
finagle,enchufar,{v} /fɪˈneɪ.ɡəl/ ((transitive) to obtain or achieve by indirect and usually deceitful methods)
final,"final {m}, último {m}",{adj} (last; ultimate)
final,"último {m}, última {f}, última {f}","{n} /ˈfaɪ.nəl/ (followed by ""one"": the ending, the last)"
final,final {f},{n} (sports: last round in a contest)
final,final {m},{n} (test or examination given at the end of a term or class)
finale,final,{n} /fɨˈnæl.i/ (grand end of something)
finalist,finalista {m} {f},{n} (participant in final)
finally,por fin,{adv} /ˈfaɪnəli/ (ultimately)
finally,"finalmente, por fin",{adv}
final straw,,{n} (last straw) SEE:
finance,financiar,{v} /ˈfaɪ.næns/ (to obtain or provide funding for a transaction or undertaking)
financial,financiero,{adj} /faɪˈnænʃəl/ (related to finances)
financially,financieramente,{adv} (of or referring to finance or money)
financing,,{n} (funding) SEE:
finback,,{n} (fin whale) SEE:
finch,pinzón {m},{n} (any bird of the family Fringillidae)
find,hallazgo {m},{n} (anything found)
find,"creer, encontrar",{v} (decide that)
find,"determinar, juzgar","{v} (determine, judge)"
find,"encontrar, hallar","{v} /faɪnd/ (encounter, locate, discover)"
find out,"descubrir, averiguar",{v} (to discover)
fine,bien,"{adj} (being acceptable, adequate, passable, or satisfactory)"
fine,"bueno, fino",{adj}
fine,bueno {m},{adj} /faɪn/ (of weather: sunny and not raining)
fine,multa {f},{n} /faɪn/ (payment for breaking the law)
fine,multar,{v} (to issue a fine as punishment)
fine arts,bellas artes {f} {p},{n} (purely aesthetic arts)
fine print,"letra pequeña {f}, letra chica {f}",{n} (details printed in small type)
finery,,{n} /ˈfaɪnəɹi/ (fineness) SEE:
finger,dedo {m},{n} /fɪŋɡɝ/ (extremity of the hand)
finger,"apuntar, señalar",{v} (to identify or point out)
fingerboard,traste {m},{n} (part of musical instrument)
fingering,"[los dedos analmente (anal)] insertar, [los dedos vaginalmente (vagina)] insertar",{n} (sexual act)
fingernail,uña {f},{n} (covering near the tip of finger)
fingerprint,huella digital {f},{n}
fingertip,yema del dedo {f},{n} (the end of the finger)
finish,"meta {f}, fin {m}",{n} /ˈfɪnɪʃ/ (end)
finish,"acabar, terminar, finalizar",{v} (to come to an end)
finish,"acabar, terminar",{v} (to complete)
finished,terminado,{adj} (processed or perfected)
finishing touch,"último toque {m}, retoque, retoque",{n} (final changes)
finite,"limitado, finito",{adj} /ˈfaɪnaɪt/ (limited)
Finland,Finlandia {f},{prop} /ˈfɪn.lənd/ (Nordic country)
Finlandization,finlandización,{n} (the influence of a large state on a smaller one)
Finn,"finlandés {m}, finlandesa {f}",{n} /fɪn/ (Person from Finland)
Finnish,"finlandés, finés",{adj} /ˈfɪnɪʃ/ (of Finland)
Finnish,"finlandés, finés",{adj} (of the Finnish language)
Finnish,"finlandés {m}, finés {m}",{prop} (language)
Finno-Ugric,finoúgrio,{adj} (of or relating to Finno-Ugric)
fin whale,ballena de aleta {f},{n} (
fiord,,"{n} (long, narrow, deep inlet) SEE:"
fir,abeto {m},{n} /fɝ/ (conifer of the genus Abies)
fire,fuego {m},{n} (alchemy: one of the four basic elements)
fire,fuego {m},{n} /ˈfaɪ̯ɚ/ (oxidation reaction)
fire,"estufa {f}, horno {m}",{n} (heater or stove)
fire,"disparo {m}, tiro {m}",{n} (in-flight bullets)
fire,incendio {m},{n} (occurrence of fire in a certain place)
fire,"fuego {m}, estufa {f}",{n} (something that has produced or is capable of producing this chemical reaction)
fire,"disparar, descargar",{v} (intransitive: to shoot)
fire,cocer,"{v} (to heat pottery, etc.)"
fire,,{v} (to set on fire) SEE:
fire,"despedir, echar",{v} (to terminate the employment of)
fire,"disparar, tirar",{v} (transitive: to shoot)
fire alarm,"alarma de incendios {f}, alarma anti-incendio {m}",{n} (device which warns people of a possible fire)
firearm,arma de fuego {f},{n} (personal weapon)
fire at will,fuego a discreción,{phrase} (military command)
firebrand,"tea, tizón",{n} /ˈfaɪɚ.bɹænd/ (torch or other burning stick)
fire brick,,{n} (brick) SEE:
firebrick,ladrillo refractario {m},{n} (a brick capable of withstanding high temperatures)
fire brigade,brigada de bomberos {f},{n} /ˈfaɪə(r)brɪˌɡeɪd/ (group within a corporation or industrial site)
firecracker,"petardo, piola, triquitraque",{n} (a firework)
firedamp,grisú {m},{n} (an inflammable gas found in coal mines)
fire department,"cuerpo de bomberos {m}, brigada de bomberos {f}",{n} (fire department)
fire engine,coche de bomberos {m},{n} /faɪɚ.ɛn.dʒin/ (fire truck)
fire escape,escalera de escape de incendios {f},"{n} (emergency doors, ladders etc. as a class)"
fire extinguisher,"extintor {m}, extinguidor {m} [Latin America], matafuego {m}",{n} /ˈfaɪər ɪkˌstɪŋ.ɡwɪʃ.ə(r)/ (fire extinguisher)
firefighter,"bombero {m}, bombera {f}",{n} /ˈfaɪ.ə(ɹ)ˌfaɪt.ə(ɹ)/ (a person who puts out fires)
firefly,luciérnaga {f},{n} (beetle)
fire house,,{n} (fire station) SEE:
firehouse,,{n} (fire station) SEE:
fireman,,{n} (someone skilled in fighting fire) SEE:
fireplace,chimenea {f},{n} (an open hearth for holding a fire)
fireproof,ignífugo,{adj} (Resistant to damage from fire)
firestarter,incendiario {m},{n} (person who starts fires)
firestarter,"incendiario {m}, encendedor {m}",{n} (tool used to start a fire)
fire station,parque de bomberos {m},{n} (building for firefighters)
firestorm,"tormenta ígnea {f}, conflagración {m}",{n} (Fire intensity greatly increased by winds)
fire truck,,{n} /faɪɚ tɹʌk/ (fire truck in general) SEE:
firewall,muro cortafuego {m},{n} /ˈfaɪ(ə)rˌwɔl/ (fireproof barrier)
firewire,FireWire,"{n} (a high speed digital link standard, IEEE 1394-1995)"
firewoman,bombera,{n} (female firefighter)
firewood,leña {f},"{n} (wood intended to be burned, typically for heat)"
firework,fuego artificial {m},{n} (exploding device)
fireworks,fuegos artificiales {m} {p},{n} (collective of firework)
firing squad,pelotón de fusilamiento {m},{n} (a group of soldiers detailed to execute someone or to discharge weapons ceremonially)
firm,,"{v} (Australian, betting: to shorten) SEE:"
firmament,firmamento {m},{n} (the vault of the heavens; the sky)
first,primero {m},{adj} /fɝst/ (numeral first)
first,primeramente,{adv} (before anything else)
first,,{n} (baseball: first base) SEE:
first,,{n} (first gear) SEE:
first,primero {m},{n} (person or thing in the first position)
first aid,primeros auxilios {m} {p},{n} (basic care)
first aid kit,botiquín {m},{n} (a standard collection of first aid supplies)
first and last,nombre y apellido {m},{n} (given name and surname)
firstborn,"primogénito {m}, primogénita {f}",{n} (the first child in a family)
first class,de primera clase,{adj}
first cousin,,{n} (cousin) SEE:
first cousin once removed,sobrino segundo {m},{n} (child of a first cousin)
first cousin once removed,"tío segundo {m}, tía segunda {f}",{n} (first cousin of a parent)
first day cover,sobre de primer día {m},{n} (first day cover)
first-degree burn,quemadura de primer grado {f},{n} (mild burn)
first floor,planta baja {f},{n} (floor at the level of the street)
First Lady,primera dama {f},{n} (the wife of the President of a country)
first lieutenant,alférez {m},{n} (rank)
first love,primer amor {m},{n} (one's first feeling of romantic love)
firstly,primeramente,{adv} /ˈfɜrstli/ (In the first place)
first name,nombre,{n} (name chosen by parents)
First Nation,,{adj} (of or pertaining to First Nations) SEE:
first rate,de primera,{adj} (superb)
First Vision,Primera Visión,"{n} (A religious belief that God and Jesus appeared to Joseph Smith, Jr. near Palmyra)"
First World,primer mundo {m},{prop} (countries aligned with the West during the Cold War)
First World War,,{prop} (World War I) SEE:
fish,pescado {m},{n} (flesh of fish as food)
fish,"pez {m}, pescado {m}",{n} /ˈfɪʃ/ (vertebrate animal)
fish,pesca {f},{n} (period of time spent fishing)
fish,pescar,{v} (intransitive: to try to catch fish)
fish and chips,,{n} (chips) SEE:
fisher,pescador {m},{n} (one that fishes)
fisher cat,,{n} (
fisherman,pescador {m},{n} (person catching fish)
fish farming,acuicultura {f},{n} (practice of operating fish farms)
fish garth,cañar {m},{n} (dam or weir)
fishhook,"hamo {m}, anzuelo {m}",{n} (barbed hook for fishing)
fishing,pesca {f},{n} (business of catching fish)
fishing,pesca {f},{n} /ˈfɪʃɪŋ/ (sport of catching fish)
fishing boat,barco pesquero {m},{n} (boat)
fishing expedition,expedición de pesca {f},{n} (
fishing hook,,{n} (fishhook) SEE:
fishing rod,caña de pesca {f},{n} (rod used for angling)
fishline,,{n} (fishing line) SEE:
fishmonger,,{n} (fishmonger's) SEE:
fishmonger,"pescadero {m}, pescadera {f}",{n} /ˈfɪʃˌmʌŋɡ.ə(ɹ)/ (person who sells fish)
fishmonger's,pescadería {f},{n} (shop that sells fish)
fish stick,,{n} (rectangular morsel of processed fish) SEE:
fish-trap,"buitrón {m}, nasa {f}",{n} (contraption to catch fish)
fishway,,{n} (fish ladder) SEE:
fission,fisión {f},{n} /ˈfɪʃən/ (process whereby one item splits to become two)
fission,fisión {f},{n} (process by which a bacterium splits into two)
fission,fisión {f},{n} (process of splitting an atom)
fission,fisionar,{v} (to cause to undergo fission)
fissure,grieta {f},"{n} /ˈfɪ.ʃɚ/ (a crack or opening, as in a rock)"
fist,puño {m},{n} /fɪst/ (clenched hand)
fist,índice {m} puño {m},{n} ((
fisting,fisting {m},{n} (sexual practice of fisting)
fistula,fístula {f},{n} /ˈfɪs.tjə.lə/ (abnormal connection or passageway between organs or vessels)
fistula,fístula {f},"{n} (tube, pipe, or a hole)"
fit,apropiado,"{adj} /fɪt/ (suitable, proper)"
fit,en (buena) forma,{adj} (in good shape)
fit,crisis,{n} (sudden and vigorous appearance of a symptom)
fit,,{v} (adjust) SEE:
fit,,{v} (make ready) SEE:
fit,hacer juego [idiom],{v} (to be in harmony)
fit,quedar,"{v} (to have right size and cut, as of clothing)"
fitness,"capacidad {f}, nivel físico {m}",{n} (ablity to perform)
fitness,"aptitud {f}, ámbito (ARG) {m}",{n} /ˈfɪtnəs/ (cultivation of an attractive and healthy physique)
five,cinco,{num} /faɪv/ (five )
five hundred,quinientos,{num} /ˈfaɪv ˈhʌn.dɹəd/ (cardinal number 500)
five o'clock,las cinco,{n} (the start of the sixth hour)
five past,y cinco,{n} (five past one)
five senses,cinco sentidos {m} {p},"{prop} (sight, hearing, smell, taste"
fivesome,quinteto {m},{n} (group of five)
five thousand,cinco mil,{num} (5000)
five to,menos cinco,{n} (five to two)
fiveway,"quinteto {m}, entre cinco",{n} (something occurring between five)
fix,aprieto {m},{n} (a difficult situation or dilemma)
fix,dosis {f},{n} (a single dose of an addictive drug)
fix,localización {f},{n} (determination of location)
fix,fijar,{v} (to attach; to affix)
fix,amañar,"{v} (to make a contest, vote, or gamble unfair)"
fix,"arreglar, reparar",{v} (to mend or repair)
fix,preparar,{v} (to prepare)
fix,capar,{v} (to render an animal infertile)
fixation,obsesión {f},{n} (state of mind involving obsession)
fixed,,{adj} (stationary) SEE:
fixed asset,activo fijo {m},{n} (finance: an organization's fixed assets)
fixed point,punto fijo {m},{n} (value unchanged by a mapping)
fixed route,ruta fija {f},{n} (form of public transit)
fixed star,estrella fija {f},{n} (distant star)
fizz,,{n} /fɪz/ (carbonated beverage) SEE:
fjord,fiordo {m},"{n} /fjoʊrd/ (long, deep inlet)"
flabby,fofo,{adj} /ˈflæb.i/
